AHN	24.518077	88.041515
AHO	26.421700	74.650200
AHQ	28.926100	77.278300
AHT	23.412131	88.422030
AHU	27.306960	83.034325
AHZ	26.418200	81.726600
AI	23.076713	70.078319
AIA	27.959761	76.564579
AIG	27.701000	79.963600
AIH	29.047100	77.270900
AII	26.456742	74.637594
AILM	29.288000	77.292400
AIP	13.249100	80.299400
AIPP	13.249052	80.300015
AIR	22.440300	73.239500
AIRL	19.158596	72.999515
AIT	25.903500	79.230200
AJ	26.617400	80.621200
AJE	23.119312	70.036451
AJH	27.635710	77.557983
AJI	27.644400	79.973700
AJIT	25.859687	72.677565
AJJ	13.081652	79.668131
AJJN	13.086835	79.648819
AJK	16.329530	77.870407
AJKI	23.095500	76.058300
AJL	30.807900	75.340100
AJLE	24.238630	88.257723
AJM	23.258300	72.565100
AJN	22.930900	75.738500
AJNI	21.115810	79.078646
AJP	13.728400	76.009800
AJR	28.483300	77.583300
AJRE	26.142186	92.264557
AJTM	30.483300	74.863700
AJU	20.816700	80.021400
AJUG	25.243454	86.756866
AK	20.723164	77.005577
AKAT	13.670100	80.016000
AKD	23.378200	76.599200
AKE	18.111100	78.396500
AKI	17.917900	74.189300
AKIP	23.094418	88.717861
AKJ	26.531900	81.502100
AKK	12.624760	76.377468
AKLA	24.420000	76.570000
AKM	13.533000	80.074700
AKN	25.232100	86.831900
AKNR	28.679594	77.499447
AKOR	17.450600	76.138100
AKOT	21.095391	77.046947
AKP	17.695000	83.008300
AKR	18.985500	74.669100
AKRA	22.514600	88.249000
AKRD	18.648400	73.764500
AKS	25.567500	83.480900
AKT	22.029081	82.422009
AKV	21.624300	73.001100
AKVD	16.582800	81.369200
AKW	25.613977	80.140285
AKY	13.782903	79.668560
AKZ	23.406700	84.825600
AL	16.680000	81.616200
ALAI	27.337567	73.586238
ALAL	30.377800	75.723800
ALAT	14.689669	76.974072
ALAU	22.214424	71.699696
ALB	22.446800	70.210400
ALER	17.645400	79.047800
ALGP	24.754373	92.595538
ALJN	27.889100	78.074100
ALK	10.777400	79.053500
ALLP	9.483500	76.322200
ALM	18.012000	83.271100
ALMR	21.943523	71.698666
ALMW	25.259400	82.489400
ALN	18.450789	74.092655
ALNI	24.968300	75.942100
ALNP	28.340950	80.315981
ALP	11.543271	79.725208
ALPR	15.895177	78.046532
ALS	26.272000	84.347300
ALU	11.150200	79.068500
ALUR	12.982562	75.990543
ALW	17.505289	78.514516
AMA	28.586170	79.468253
AMB	19.836400	83.456100
AMBG	22.888110	87.791748
AMBR	18.439390	76.947899
AMC	14.139900	76.248800
AMD	26.191026	83.522358
AMDI	21.352540	79.318886
AME	26.152600	81.805900
AMG	26.847400	80.860600
AMGA	25.981425	90.845690
AMH	26.039000	83.161000
AMI	20.929800	77.757500
AMIN	29.904600	76.899700
AML	20.811300	72.956000
AMLA	21.919800	78.123300
AMLI	25.828000	76.286000
AMLO	23.768693	85.980034
AMLP	22.161400	73.508600
AMM	10.331470	79.384632
AMNR	10.591200	79.640900
AMO	27.210671	84.477997
AMP	23.832900	87.693500
AMPA	9.386149	76.363907
AMPL	25.264103	87.471428
AMPR	29.483539	74.079093
AMQ	17.486829	78.527005
AMRI	28.187865	76.605679
AMRO	28.892300	78.473900
AMS	26.774500	80.841600
AMSA	13.264821	76.711736
AMT	10.779306	79.315538
AMVA	8.396809	77.100062
AMW	20.300197	77.064971
AMY	8.700160	76.758642
AMZ	22.574389	88.019543
AN	21.049200	75.057500
ANA	23.860100	79.319100
ANAH	25.376911	85.962696
ANAS	22.865500	74.421000
ANB	15.596832	80.148783
ANC	12.738140	76.283054
ANCR	23.284124	86.993394
AND	12.088100	79.168700
ANDI	28.714265	77.166767
ANDN	27.103300	83.270300
ANE	13.999700	79.302500
ANF	14.073644	75.209484
ANG	19.075178	74.721622
ANGL	20.859935	85.100484
ANGM	25.191284	85.226261
ANGR	16.451644	75.845661
ANH	24.761400	84.169700
ANI	21.894314	76.286316
ANK	20.180932	74.457350
ANKL	14.644800	74.332400
ANM	10.624504	76.934681
ANMD	21.189500	81.955400
ANND	22.561700	72.966200
ANNR	13.116428	80.127153
ANO	17.620955	73.399658
ANP	11.145561	79.659119
ANPR	24.217000	82.765800
ANQ	17.049235	74.459324
ANR	23.480882	86.559563
ANSB	31.230044	76.500134
ANTU	26.063200	81.890800
ANU	11.396700	77.819800
ANV	17.269400	82.419400
ANVR	28.649084	77.314494
ANVT	28.643218	77.307444
ANW	20.842930	73.264389
ANY	8.579300	78.092000
AO	28.295841	79.168940
AON	27.115900	78.696600
AONI	26.445244	92.914127
AOR	23.346600	85.313900
AP	12.273922	76.635475
APA	26.111053	74.249382
APB	13.304103	80.230579
APD	26.479447	89.520807
APDC	26.499305	89.526858
APDJ	26.522999	89.533768
APE	10.759133	79.844406
APG	26.756900	81.125700
APH	29.196800	73.204500
API	9.259500	77.563600
APJ	28.021500	76.075800
APK	9.524700	78.102000
APKH	26.296796	86.632570
APL	15.970200	80.514300
APN	11.671822	78.234072
APP	25.310977	85.531311
APR	23.117312	81.695967
APRD	21.727371	87.638171
APRH	26.208954	84.789129
APT	16.935837	81.953201
APTA	18.863600	73.152800
APU	24.545700	92.434500
AQG	26.950382	71.892815
ARA	25.548800	84.662500
ARAG	16.823438	74.790974
